smiles,logSolubility
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09
CC(C)=CCCC(C)(OC(C)=O)C=C,-3.81577692
Clc1ccc(cc1)c2cc(Cl)cc(Cl)c2Cl,-6.77
CCCCCCCC(C)O,-2.744
[Na+].[Na+].CC(CCO[S](=O)(=O)c1ccccc1)[N-]c2ccc([N-]C(C)CCO[S](=O)(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24,-0.437646111
CCOC(=O)C1=CC=CC=C1[S](=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)Cl,-4.58
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.7584
[Cl-].[Cl-].[Cl-].[Cl-].[Pd++].[H+].[H+],-1.398370615
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,-0.8167
ClCc1ccc(Cl)cc1Cl,-3.512942193
CC(C)C(C)C(C)C(O)C#CC(C)C(C)O,-2.2756
Oc1cc(c2ccccc2)c(cc1[N+]([O-])=O)[N+]([O-])=O,-4.4611
[NH3+]O.[NH3+]O.[O-][S]([O-])(=O)=O,0.553426318
CCN(CCOC(C)OCC(C)C)c1ccc(cc1)N=Nc2ccccc2,-7.090503766
[Be],-7.255851179
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.3383
CCCCCCCCCCCCCCOC(=O)C=C,-4.428848848
CC(C)=CCC\C(C)=C\CCC(C)=O,-3.697448425
COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1.O[S](O)(=O)=O,-1.592406042
O=C(N)c(c(O)ccc1)c1,-1.76
OC(=O)CCC=CC(O)=O,-1.2045
[Sr++].[O-][Ti]([O-])=O,-6.5279993
CCCC[Sn++]CCCC.CC([O-])=O.CC([O-])=O,-4.7672
CC(C)=CCC\C(C)=C\C=O,-2.411668206
CN1C(=C(/O)Nc2ccccn2)/C(=O)c3ccccc3[S]1(=O)=O,-4.1586
N[S](=O)(=O)C1=CC2=C(S1)C(O)CC[S]2=O,-1.57
C1COCO1,1.1303
OC(=O)C1(O)CCCCC1,-0.3328
CC(C)OC(=O)CCC(=O)OC(C)C,-1.729316846
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-5.5111
CC(C)N(C(=O)CO)c1ccc(F)cc1,-1.178639899
CC(NC=O)C#N,1.008308858
Cc1cc(C)nc(C)c1,-0.5394
CC(=O)CC(C)=NC1=CC=C(N=C(C)CC(C)=O)C=C1,-1.89
ClCCO[P](=O)(OCCCl)OCC(CCl)(CCl)CO[P](=O)(OCCCl)OCCCl,-3.400175355
O=C1C=CC2=C(O1)C(O)=C1OC=CC1=C2,-3.22
[OH-].[Cu++].[Cu++].[O-][P]([O-])([O-])=O,-3.745054809
C1=CC=C(CNC23OC4C5C6CC(C7C6C4C72)C53)C=C1,-3.4
N[S](=O)(=O)c1ccc(SCCCCCO)cc1,-2.6618
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,-6.4243
CCc1ccccc1CC,-3.2759
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,-5.72005506
C\C=C(/C)C=O,-0.527
CCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCC(CC)C(O)=O.OCC(CO)(CO)CO,-8.765531466
Cn1cncc1C[C@H](N)C(O)=O,0.0727
CCCCNCC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,-1.68
O=C1c2ccccc2C(=O)c3c4[nH]c5c6C(=O)c7ccccc7C(=O)c6c8[nH]c9c(ccc%10C(=O)c%11ccccc%11C(=O)c9%10)c8c5c4ccc13,-4.509615108
CCC(=O)CCC1C(=CCCC1(C)C)C.OCC#C,-4.321905689
CN=C(NCCSCc1nc[nH]c1C)NC#N,-1.4298
[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,-4.5531
CCC(C)C(=O)N(C)c1ccccc1,-1.580579513
[Na+].OC[S]([O-])=O,0.731520726
CC(C)CCCCCCO,-2.487
CCCCCC(=O)OC,-1.87
Oc1c(I)cc(C#N)cc1I,-3.61
CC1=C(N)C=CC(N=NC2=C(C)C=CC=C2)=C1,-4.05
CCOC(=O)c1ccc(OC)c(OC)c1C([O-])=O,-2.253
[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)[N+]([O-])=O,-1.767738518
CO[P](N)(=O)SC,0.8504
CC1=C(OCC2=CC=CC=N2)C=CC2=C1OC(N1CCOCC1)=CC2=O,-4.45
CCOC(=O)C1=CC=C(O)C=C1,-2.2
CC(C)(C)C,-3.3371
CC(=O)OCN1C(=O)NC=C(F)C1=O,-1.2
CC(CN1CC(C)OC(C)C1)Cc2ccc(cc2)C(C)(C)C,-2.4821
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.4901
CC(O)C(O)c1cnc2NC(=NC(=O)c2n1)N,-2.5301
CCCCCCCCCCOC1=CC(O)=C(C(C)=NO)C=C1,-4.89
OCc1cccc(CO)c1,-0.2328
Nc1c(Oc2ccccc2)c(Oc3ccccc3)c(N)c4C(=O)c5ccccc5C(=O)c14,-8.271656595
OC(=O)c1ccc(Br)c(c1)[N+]([O-])=O,-2.9677
CCCCOCCC(=O)OC,-1.2909
FC=C,-0.276
CC1CC2C3CCC(O)(C(=O)COC(=O)CCC(O)=O)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14,-4.2
[NH4+].[Br-],1.908299785
CC(C)CCCCCCCOCCCNCCCN,-3.204880928
CSc1ccc(cc1)C(=O)C(C)(C)N2CCOCC2,-4.193381143
CCSC,-1.056973282
OCc1cc(O)ccc1O,0.8534
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(I)C=C2)S1,-2.2
O.[Pb].O[S](O)(=O)=O,-4.226296416
[K+].[K+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O,-0.653730142
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-7.62
C=CCCCC=C,-3.3396
CC(=C)[C@@H]1CCC(=CC1)C,-4.346837785
COc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.2605
CCO[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,-6.1094
COC(C)(C)CC(C)=O,0.3326
[Sr],-1.113943352
CO[S]([O-])(=O)=O.C[N+](C)(C)CCCNC(=O)CCCCCCCCC=C,0.094063213
CC1=CC(=O)NC(=S)N1,-2.4259
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=C(Cl)C=C3,-4.28
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,-4.76
N(N)c(cccc1)c1,0.07
CCC(C)N(C(C)CC)C(=O)SCc1ccccc1,-5.0484
O[P](O)(=O)CCCl,0.8401
OC(=O)C1CCC(=CC1)C(O)=O,-2.93
[Cu++].[O-]C(=O)C1CCC(=O)N1.[O-]C(=O)C2CCC(=O)N2,-0.384250204
CCCCCO[N+]([O-])=O,-2.568
CCCCCCCC(=O)OC1C(O)C(O)OC(CO)C1O,-2.63
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(OC(F)F)cc(OC(F)F)n2,-5.152
COC(=O)C1(CCCCC1)[S](=O)(=O)C2=CC=CC=C2,-3.85
C\1C\C=C/CC\C=C/CC/C=C1,-5.365156254
CCCC1C[C@](C)(CCO1)OC(C)=O.CCCC2C[C@@](C)(CCO2)OC(C)=O,-2.204723233
NNC(=O)C1=CC=NC=C1,-0.04
CC(O)C(O)C(O)C(O)C=NNC(N)=O,-0.7
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83
O=C1NC(=O)N(CC2=C(Cl)C=C(Cl)C=C2)C=C1F,-3.94
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.0265
Cc1cc(O)ccc1Cl,-1.5704
COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,-3.1393
CCCCCCOC(=O)C1=CC(Br)=C(O)C=C1,-4.22
OC(=O)CC(=O)C(O)=O,0.879192534
N.N.N.N.[Pd++].OC([O-])=O.OC([O-])=O,-0.722399688
CC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-2.15
c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,-8.6679
CC(=O)NC1=CC=CC(=C1)O,-1.06
CCCCN(C)N=NC1=CC=C(C(=O)O)C=C1,-1.81
CC1CCC(=C(C1)NO)N=O,-1.6622
CC1CNC(C)CN1,0.49
Oc1c(Cl)cc(Cl)cc1Cc2ccccc2,-4.6399
CC(C)C(O)C=C,-0.515
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.25
Cc1cc2ccccc2c3ccc4ccccc4c13,-6.592
[Na+].[Na+].Nc1ccc(\C=C\c2ccc(N)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O,-0.617390402
C[C@@H](CCO)CCC=O,-1.0732
CC1CCCC(=O)C1,-1.8738
O=C1NC=NC2=C1C=N[N]2C(=O)C3=CC=CC=C3,-4.23
OC(=O)CCCCCCCCCCCC(O)=O,-3.79
