smiles,logSolubility
CC1=CC(=O)N2NC=NC2=N1,-1.347195531
c1cc(N)ccc1C(=O)OCCNCCCCC,-3.27
C1Cc2ccccc2C1,-3.0351
Cc1ccccc1OCC(O)CO,-1.1887
COC(=O)CCN(CCC(=O)OC)c1ccc(cc1)N=Nc2c(Cl)cc(cc2Br)[N+]([O-])=O,-7.100221625
[O-][S](=O)(=O)CCC[NH+]1CCOCC1,0.455782507
NC(=O)NCl,0.3256
CC(C)c1ccc(CCC=O)cc1,-3.302656786
COc1ccc2COC(=O)c2c1OC,-1.8903
CCCCC(CC)C(=O)OOC(C)(C)CC,-4.116871778
NCCCNc1ccccc1,-1.6543
OC(=O)c1cc(Nc2ccccc2)c(cc1Nc3ccccc3)C(O)=O,-4.985723288
Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,-4.693292334
N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1C(F)(F)F,-0.8186
CC(C)(C)C(=O)OCN1C=C(F)C(=O)NC1=O,-2.03
O=C(N)c(c(O)ccc1)c1,-1.76
CC(O)C(C)(C)C,-0.6238
CCCC(=O)OCN1C=NC2=C(C=N[N]2COC(=O)CCC)C1=O,-3.83
O=C1n2c3ccccc3nc2c4ccc5c6nc7ccccc7n6C(=O)c8ccc1c4c58,-5.633055848
O=C1CCCCC1C2=CCCCC2,-2.774
CCc1ccccc1Br,-3.6702
CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,-3.2859
[Cd++].[O-]C([O-])=O,-2.179682789
CCCC(C)C=O,-1.377449362
COCC(C)O,1.045169179
CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1,-2.61
CCCCC(CC)COC(=O)CC(C)CC(C)(C)C,-5.954976972
CC1=CC2=C(N)C3=C(C=CC=C3)N=C2C=C1,-2.39
CCC(C)C(C)=O,-0.6805
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,-2.91
CN1C(=O)C(=Nc2cncnc12)C,-1.489
OCC(=O)CO,1.013864214
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)\C=C\c3ccccc3,-5.5433
C1CCC(NCCNC2CCCCC2)CC1,-0.98
CCCN(C)N=NC1=CC=C(C(=O)O)C=C1,-1.43
NC(=O)C(Cl)Cl,-0.2558
O=C1CCCCCCCCCCCN1,-2.81950432
[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O,-3.074227426
O=C(OOC(=O)c1ccccc1)c2ccccc2,-4.4252
NCC(O)C(O)=O,-0.8229
COC(=O)C(C)N(C(=O)c1occc1)c2c(C)cccc2C,-3.1173
OC(=O)COC1=C(Cl)C(=C(Cl)C=C1)Cl,-3.1
CCCCCOC(C)=O,-1.8841
CCOc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4)C(N)=O)\C2=O,-7.581973548
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.5213
Fc1ccccc1Br,-2.6958
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.185258765
CCCCCCCCCC(O)=O,-3.445216137
COC(=O)C(NC(=O)C(Cl)Cl)C(C)O,-0.62
ClCCNC(=O)N(CCCl)N=O,-1.7285
ClC1=CC(Cl)=C2OC3=CC=CC=C3OC2=C1Cl,-7.58
CC(C)c1cc(Cl)c(C)cc1O,-2.2664
CCC1=CNC(=O)N=C1N,-1.0197
CCCCCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1,-3.77
[Al+3].[Al+3].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C(=C3Oc4c(Br)c([O-])c(Br)cc24)Br.[O-]C(=O)c5ccccc5C6=C7C=C(Br)C(=O)C(=C7Oc8c(Br)c([O-])c(Br)cc68)Br.[O-]C(=O)c9ccccc9C%10=C%11C=C(Br)C(=O)C(=C%11Oc%12c(Br)c([O-])c(Br)cc%10%12)Br,-7.143562702
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]4(O)C#C,-5.6576
OCC1OC(OCCC2=C3C=CC=CC3=CC=C2)C(O)C(O)C1O,-1.11
ClC1=CC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-4.32
COc1ccc(NCC(O)CO)cc1,-0.295
CC(=O)OC1C(C)(C)C2CCC1(C)C2,-3.874596884
CN[S](=O)(=O)c1cc(OC)c(N)cc1OC,-3.651080563
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,-3.851456788
[Na+].[I-],1.07779604
