smiles,logSolubility
COC1=C(C(O)=O)C(=CC=C1Cl)Cl,-1.7
[H+].[Cl-].NNc1ccc(Cl)cc1,-1.563665466
CCOc1cc(ccc1C2COC(=N2)c3c(F)cccc3F)C(C)(C)C,-6.6782
N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-1.85
CC=Cc1ccc(O)c(O)c1,-1.3505
CO[P](=O)(OC)OC1=C(Cl)C2C=CCC12,-2.0011
C[N]1C(=CC=C1C(=O)C2=CC=C(C)C=C2)CC(O)=O,-4.09
[Na+].[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3ccccc23)c4ccccc14,-2.426393048
CC1CCCCC1OC(C)=O,-2.550297857
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,-6.5541
Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(O)c(c1)C4CCCCC4,-6.979034273
NC(=O)NCC(=O)NCC(O)=O,-0.8996
OC(=O)CCCCCCCCCCBr,-3.699
CCCCCC(O)C=C,-1.821931715
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,-7.0122
NC1CN(C2=C(F)C3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)C1,-5.27
[Na+].[O-][S](=O)(=O)CCNC1CCCCC1,-0.078418557
CN1c2ccccc2Sc3ccccc13,-5.5934
CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cccc(Cl)c2C)C(=O)Nc3cc(Cl)c(NC(=O)C(N=Nc4cc(ccc4Cl)C(=O)Nc5cccc(Cl)c5C)C(C)=O)cc3C,-7.971771107
CCc1ccccc1.CCc2cc(CC)c(CC)cc2CC.CCC(C)(c3ccccc3)c4ccccc4.Cc5ccccc5.Cc6ccccc6c7ccccc7.Cc8cccc9ccccc89.C=Cc%10ccccc%10.C%11CCC(CC%11)c%12ccccc%12.C(Cc%13ccccc%13)c%14ccccc%14.c%15ccccc%15.c%16ccc(cc%16)c%17ccccc%17,-4.588176842
CN1C(=O)N(C)C2=C([N](CO)C=N2)C1=O,-0.41
