smiles,logSolubility
COC1=CC=CC(=C1)C(=O)NCO,-1.29
O=C1CSC(=S)N1,-1.7723
C1=CC2=C(C=C1Cl)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],-4.82
Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-2.4107
IC1=CC=C(C=C1)N=C=S,-4.05
Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,-4.4709
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1,-8.505869726
[Pb++].[O-][Si]([O-])=O,-6.6197116
CC(O)CNCCN,0.9275
COCCOCCCN1C(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O,-8.26504866
CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C4=C(C=CC(=C4)Cl)[N]12,-4.08
CC(C)O[P](C)(F)=O,0.8536
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]4(O)C#C,-5.6576
CCOCCOC(C)(C)C,-0.687915225
CC(C)OC(=O)C1(CC1)[S](=O)(=O)c2ccc(C)cc2,-3.2307
[Na+].CC(=O)[C-]1C(=O)OC(=CC1=O)C,0.084561332
CCC(C)(C)O,0.126659691
CC(O)COC(C)CO,0.8723
ON=C1C=CC(=NO)c2ncccc12,-3.7998
CC(CCC=C(C)C)C=C,-5.964586446
CN(C)C1=CC=C(N=NC2=CC=C(S(=O)(=O)O)C=C2)C=C1,-3.86
CO[P](=O)(OC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,-3.4066
CCN1C=C(C(O)=O)C(=O)c2cnc(nc12)N3CCNCC3,-2.974
c1(cc(ccc1C(C)C)C)O,-2.19
C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-],-3.82
CCC(O)C=C,0.0193
c1cc2c(cc1Cl)[nH]c(=O)o2,-2.66
OC(=O)C(=O)C(c1ccccc1)c2ccccc2,-2.3354
CCC(O)CN,1.0499
COC1=NC2=C(C=NC=N2)N=C1,-0.91
Clc1cccc2ccccc12,-3.9706
CCC(C)c1cc(C(C)CC)c(O)c(c1)C(C)CC,-5.549793345
Cc1ccc(Sc2ccc(cc2)C(=O)c3ccccc3)cc1,-7.61540826
ClC1=CC(=C(Cl)C(=C1)Cl)OC2=CC(=C(Cl)C=C2Cl)Cl,-8.41
CC(C)[C@H](NC(C)=O)C(O)=O,-0.3599
[Te],-4.875401753
OCc1ccncc1,0.9621
OCC(CO)(CO)COCC(CO)(CO)CO,-1.9582
CC(=O)OC1(CCC2C3CC(=C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,-6.107793161
CC1=CC=C(OC2=CC=C(C)C=C2)C=C1,-4.85
C\C(=C\C(O)=O)C(O)=O,0.7795
COCCOCCOCCO,0.7846
CC(C)(COCCCOC(=O)C=C)COCCCOC(=O)C=C,-3.04954214
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.1924
NC(Cc1ccccc1)=CC(=O)[C@@H](Cc2ccccc2)N(Cc3ccccc3)Cc4ccccc4,-7.663343734
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.8092
Oc1ccc2Oc3cc(OC)cc(O)c3C(=O)c2c1,-2.93
ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=CC=CC=C2,-7.02
OCN1C=NC2=C(C=N[N]2CO)C1=O,-1.72
C1CCC2CCCCC2C1,-4.140677705
Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.42
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,-8.6456
COC(=O)[C@@H]1C2CC(C=C2)[C@@H]1C(=O)OC,-1.202
[O-][N+](=O)C1=C(C=C(C(=O)N2CCOCC2)C(=C1)[N+]([O-])=O)N3CC3,-2.89
CCCCC=CC,-3.82
CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2,-5.5307
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,-3.38
COC1=CCC2=C(CCC3C2CCC4(C)C3CCC4(O)C#N)C1,-5.683242448
CCCCCCCC[P](O)(O)=O,-3.014809552
CC(C)c1ccc(C)c2ccc(C)c2c1,-5.4752
CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12,-3.0256
ClC(Cl)(Cl)Cl,-2.31
O=[P](Oc1ccccc1)(Oc2ccccc2)N3CCOCC3,-2.1425
CN1CCN(CC2=CN=C(Cl)C=C2)C1=NC#N,-2.13
[Na+].[Na+].OCCNc1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(NCCO)nc(Nc6ccccc6)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.4592144
CC(=O)Oc1ccccc1,-1.373595162
CN[S](=O)(=O)c1cc(OC)c(N)cc1C,-2.576943359
CO[P](=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.5072
Nc1cccc(c1)[S](=O)(=O)CCO[S](O)(=O)=O,-1.423880849
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,-3.6036
NC1=CNC(=O)NC1=O,-2.41
CCCCCCOC(=O)C(C)=C,-3.755421034
[Na].OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(O)=O)c1O,-0.980758883
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)S1,-2.91
Cc1cc(C)c2ccccc2n1,-1.9424
C[S](F)(=O)=O,-0.5145
CCCCC(CCCC)(CCCC)C(=O)NO,-4.16
[H+].[H+].[Cl-].[Cl-].CCCCCCCCN=C1C=CN(CCCCCCCCCCN2C=CC(C=C2)=NCCCCCCCC)C=C1,-1.642786266
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-5.2926
NC(N)=S,0.188516266
CCOC(=O)C(=N/Nc1ccc(cc1)[N+]([O-])=O)/C(=O)C2=NN3C(=NC(=O)c4ccccc34)S2,-2.2216331
CO[P](=S)(OC)SCSc1ccc(Cl)cc1,-5.2939
COC(=O)COCO,0.920442528
[O-]C(=O)c1cccc(Cl)c1[N+]([O-])=O,-2.6323
COC1=CC2=C(C=C1OC)C34CCN5CC6=CCOC7CC(=O)N2C3C7C6CC45,-2.79
COc1cc(Br)c2COC(=O)c2c1OC,-3.9311
CCCCOC=C,-2.33794082
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2Br)[N+]([O-])=O,-4.78
O=CC=C(CCC=C(C)C)C,-2.06
[Cl-].CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3n(C)c4ccccc4[n+]3C,-1.450561375
CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,-5.91
CC(=O)C1C(=O)OC(=CC1=O)C,-1.226
CN1C(=O)N(C)c2nc(C)n(C)c2C1=O,-1.4493
CC(O)C1C(=O)N2C(C(=O)O)=C(SCC(=N)N(C)C)C(C)C12,-0.28
COC1=CC2=C(C=C1)N=CC=C2C(O)C1CC2CCN1CC2C(=O)O,-2.03
Nc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,-2.3853
NC(=S)NNC(N)=S,-1.7965
COC(=O)c1ccccc1C(=O)OC,-1.686157925
Nc1ccc2ccccc2c1N=Nc3ccccc3,-5.916
CC1(C)OC(CN1C(=O)C(Cl)Cl)c2occc2,-3.1498
Cc1ccc(C(N)=O)c(O)c1,-2.917000159
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-1.522
[Rh+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.607411262
COC(=O)C=C1CCCC1,-1.942572269
ClC1=CC=C(Cl)C=C1,-3.35
CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,-6.867639522
[Na+].[Na+].[Na+].[Na+].CC(O)([P]([O-])([O-])=O)[P]([O-])([O-])=O,0.420460109
Oc1cc(C=O)cc(c1O)[N+]([O-])=O,-1.937833911
CN(C)C(N)=N,-1.7306
CCCCCCCCCCCCCCCCCC(=O)OC=C,-6.15
CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.40319542
CCCC(=O)OCOC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O,-2.95
ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1)Cl,-7.96
CCCCCCCCOCCCCCCCC,-6.384616815
[NH4+].[I-],1.08677602
[O-][N+](=O)c1cccc(Br)c1,-1.3054
CCCCCCCCCCCCCCNC(=O)C(C)O,-3.9784
C=COC1CC1,-1.1001
Cc1cc(C)c2ccccc2c1,-4.2907
COc1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N,-5.746
CC(O)CNCC(C)O,0.815044373
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C=C1Cl,-8.78
CCO[P](=O)(OCC)Oc1cc(C)[nH]n1,-2.3696
CC(=O)CC(=O)c1ccccc1,-2.6268
OC(=O)CNC(=O)c1occc1,-0.7272
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95
Cc1cccc(I)c1O,-1.8378
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,-4.150608709
N[S](=O)(=O)c1ccccc1,-1.563
N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1C(F)(F)F,-0.8186
FCCOC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2,-5.01
CCc1nc2N(C)C(=O)N(C)C(=O)c2n1C,-1.5687
CC1CC=C(C)C(=O)C1C,-1.885266962
ClC1=CC=CC(=C1)OC2=CC(=C(Cl)C=C2Cl)Cl,-7.27
ClC1=CC(=C(Cl)C=C1)C2=CC(=CC=C2Cl)Cl,-7.04
CC(C)C=CCC(O)=O,-1.1487
CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,-5.9694
CC1=CS(=O)(=O)C2=C1C=CC=C2,-2.67
OC(=O)/C=C/c1[nH]cnc1,-1.964
CCC(=O)c1cccc(Cl)c1,-1.84670557
CCC=C,-1.94
CC(C)(c1ccc(OCCOC(=O)C=C)cc1)c2ccc(OCCOC(=O)C=C)cc2,-5.999481603
CC(=C)C(N)=O,0.37539119
Cc1cc(C)c(C)c(C)c1C,-3.9807
CC(CCOC(=O)C=C)CCOC(=O)C=C,-2.621433551
Oc1c(Cl)cc(Cl)cc1Cc2ccccc2,-4.6399
OCCCBr,0.0093
CCCCC(CC)COC(=O)c1ccc(cc1)C(=O)OCC(CC)CCCC,-8.989632219
CCC(=O)NCCNC(=O)CC,0.3746
O[Mo](O)(=O)=O,-2.379760962
CC(=O)C(=O)Nc1ccccc1,-1.3676
CCO[P](=O)(OCC)OC1=CC2=C(C=C1)C(=C(Cl)C(=O)O2)C,-3.18
