smiles,logSolubility
CC(C)CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCC(C)C,-7.380942773
F[S](F)(F)(F)(F)F,-3.673154735
CC(C)CC1CC(C)CCO1,-3.079929481
[Ca++].N[S]([O-])(=O)=O.N[S]([O-])(=O)=O,0.438861216
[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,0.70666632
[Zn++].CC(C)CC(C)O[P]([S-])(=S)OC(C)C.CC(C)CC(C)O[P]([S-])(=S)OC(C)C,-2.318974913
CCOC1=CC=C(O)C=C1,-1.29
OCC(O)COCC(O)CO,0.77943954
Cc1ccccc1N=C(N)N=C(N)N,-1.842241499
Oc1ccc(cc1O)c2ccccc2,-2.0659
CC(C)C1=NC=C([N]1C)[N+]([O-])=O,-1.26
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,-3.496323842
[S--].[S--].[Sn+4],-3.580841851
CC(C)(O)C1CCC(C)(O)CC1,-1.634
CC1=C(NS(=O)(=O)C2=CC=C(N)C=C2)C2=C(C=CC=C2)C=C1,-4.5
CCOC(=O)NC,0.8255
OCN1C(=O)CN(/N=C/C2=CC=C(O2)[N+]([O-])=O)C1=O,-2.91
CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC,-6.057758886
Cc1ccc(Nc2cc(C(O)=O)c(Nc3ccc(C)cc3)cc2C(O)=O)cc1,-5.070513482
NCc1ccc(CN)cc1,1.175071806
CNC(=O)NC,0.938636234
COC(=O)CCCCCCCCC=C,-5.397515352
CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-3.905464204
CCCCCC1C(CCC1=O)CC(=O)OC,-2.9076
COCCCN1C(=O)c2ccc3C(=O)n4c5ccc(C)cc5nc4c6ccc(C1=O)c2c36,-6.771509907
COc1cc(cc(Cl)n1)C(Cl)(Cl)Cl,-4.3635
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,-1.78
C[N]1C=NC2=C1C(=NC(=O)N2)NCCO,0.08
CC(=O)c1cc(cc2c1CCC2(C)C)C(C)(C)C,-4.870866208
CCCCCCOC(=O)N1C=C(F)C(=O)NC1=O,-2.24
CCCCNC(=S)N(CCCC)CCCC,-4.184066506
OCc1cc(Br)ccc1O,-0.2072
n(cccc1C(N(CC2)C)C2)c1,0.79
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1,-1.67
CC1CCCO1,0.2069
Cc1ccc2cc3ccccc3cc2c1,-6.9555
O=C1c2ccccc2c3ccc4Sc5ccccc5c6ccc1c3c46,-7.982807307
Oc1c2ccccc2cc3ccccc13,-4.7329
O=C(OCc1ccccc1)c2ccccc2,-4.177624494
CC(C)C(=O)OOC(C)(C)C,-1.607002567
c1ccccc1,-1.642308875
OC(=O)C1(O)CCCCC1,-0.3328
CC(C)=NNC(=O)Nc1ccc(cc1)[N+]([O-])=O,-3.5952
CCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-3.1
O=C(COC(=O)C1=CC=CC=C1)NC2CCCCC2,-3.9
OC(=O)CCC1=NC(=C(O1)C2=CC=CC=C2)C3=CC=CC=C3,-2.24
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@](OC(C)=O)([C@@H]([C@H](OC)[C@H]23)C14)[C@H]5[C@H]6OC(=O)c7ccccc7,-3.3187
CC(C)(OC1CCCCC1)C(O)=O,-1.0798
CCCC(C)O[N+]([O-])=O,-2.4809
[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O,-2.642008137
OCCCOCC(OCCCO)C(OCCCO)C(OCCCO)C(COCCCO)OCCCO,0.053341445
[Li+].CCCCCCCCCCCCCCCCCCCCCC([O-])=O,-6.876976741
CC(C)(O)c1cccc(c1)C(C)(C)O,-1.863533046
CC(C)OC(=O)C1(CC1)[S](=O)(=O)c2ccc(cc2)[N+]([O-])=O,-4.2605
COCCCCC(=O)c1ccc(cc1)C(F)(F)F,-3.544059701
c1c(Cl)ccc2Sc3ccccc3N(CCCN(C)C)c12,-5.07
CN(C)CC1=CC=C(C=C1)C(=O)OCCOC[N]2C=NC3=C2N=C(N)NC3=O,-2.47
CN(C)N=NC1=CC=C(C(=O)O)C=C1,-0.8
O=C(N)c(c(O)ccc1)c1,-1.76
C1CCC(CC1)N(Sc2sc3ccccc3n2)C4CCCCC4,-6.7886
CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,-4.63
CCC(C(CC)C(O)=O)C(O)=O,-0.8608
