smiles,logSolubility
OC1CSC(O)CS1,-1.469038232
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,-6.4243
BrC1CCCCC1,-2.2943
c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,-8.2259
CCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.45
OC1(CCCCCC1n2cncn2)c3ccc(Cl)cc3,-3.3681
S=C1Nc2ccccc2N1,-2.176687281
CC(C)N.OC(=O)CNC[P](O)(O)=O,0.6629
CCCCNC1CC(C)(C)NC(C)(C)C1,0.57461503
CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,-5.11
OC(=O)C1=CCCc2ccccc12,-2.7939
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,-4.1651
CCc1cc(C)cc(O)c1,-1.7696
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.8953
O=C1NC(=O)N(C2CCCO2)C=C1F,-1.01
CC(C)(N)CO,1.0499
CCCCSc1cc(O)cc(O)c1,-2.5191
[H+].[Cl-].NNc1ccc(cc1)[S](N)(=O)=O,-0.19127437
CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,-7.965810564
C1Cc2ccccc2C1,-3.0351
CC(=O)Nc1ccc(O)cc1,-1.033323213
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,-2.8773
CCCCCCCCCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-5.83
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.3383
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,-3.136750998
C=CCCCC=C,-3.3396
COc1ccc(cc1N)[N+]([O-])=O,-1.883279356
S.[Mn],-4.159911756
Clc1ccc2N(C3CC[NH2+]CC3)C(=O)Nc2c1,-2.663075861
[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,-2.967747126
[K+].[S-]C#N,1.012409699
[H+].[Cl-].CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,-1.719860075
CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1,-2.28
CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,-2.593688492
CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,-3.48
Oc1ccc(C=O)cc1,-0.9762
[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(F)nc(NCCOCC[S](=O)(=O)C=C)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,-0.414559724
COP(=S)(OC)SCN2C(=O)c1ccccc1C2=O,-4.1
OC(=O)COCC(O)=O,0.4927
CC1C=CCC2C1C(=O)OC2=O,-0.736268462
[Ce].[Ce].[O-]C(=O)C([O-])=O,-4.873295836
Nc1ccc2NC(=O)Nc2c1,-2.334782902
