smiles,logSolubility
OCC(O)C(O)C(O)CO,0.625274489
ON1CC(=O)N=C2C=CC(=CC2=C1c3ccccc3Cl)Cl,-4.465332821
ICCI,-3.2196
[Y],-4.834987719
NS(=O)(=O)C1=NC2=C(C=C(O)C=C2)S1,-2.5
C1OC1COc2cccc(c2)N(CC3CO3)CC4CO4,-2.192561189
COc1ccc(cc1)C(=O)CSc2cccc(OC)c2,-5.284725265
Cc1ccccc1OCC(O)=O,-2.4424
COC(OC)OC,-1.025801334
[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Co++].[Co++],-8.401098843
CCCCCC(O)C=C,-1.821931715
CCCCCC1=C2C=CC3=C(C=CC=C3)C2=CC4=C1C=CC=C4,-8.57
C1CC(CC=C1)C2OCC3(CO2)COC(OC3)C4CCC=CC4,-5.239735444
Cn1cnc2N(C)C(=O)N(CC([O-])=O)C(=O)c12,-1.3769
Fc1ccc(CCl)cc1,-2.5442
COC1=C2OC3C(O)CCC4C5CC(=C2C43CCN5C)C=C1,-1.0
Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1,-5.5201
[O-][N+](=O)C1=CC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-4.01
CC(Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1)C(O)=O,-3.092
COC,0.88436592
COC1=C(OC)C=C(CCNC(=O)CNC2=CC(C(N)=O)=CC=C2)C=C1,-2.69
CN(C)C(=O)NC1=CC=C(Cl)C=C1,-2.89
CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=C(OC(C)=O)C=C2,-4.41
Clc1cccc(Cl)c1,-3.072159801
CCC(C)N1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.76
Cc1cc(N)c(cc1Cl)[S](O)(=O)=O,-2.345697125
[Na+].CC(C)CO[P]([S-])(=S)OCC(C)C,0.57785683
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-3.7306
O=C1CC(=O)CC(C2=CC=CC=C2)C1,-2.51
OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC4=C1C=CC=C4,-4.27
[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.2207
CCSC(=O)N(CC)CC,-1.6917
CCCCCCN,-1.1
C=O,1.1206
[H+].[Cl-].CNC1(CCCCC1=O)c2ccccc2Cl,-0.137
O=C(CC1=CC=CC=C1)NNC(=O)C2=CC=NC=C2,-2.47
OC(=O)/C=C/C=C/C1=CC=CC=C1,-3.64
CCCN,1.2283
Cc1ccc(C(O)=O)c(O)c1,-1.182269102
[O--].[Zr+4].[O-][S]([O-])(=O)=O,-7.706047479
CCN1CCCCC1,-1.275710522
CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,-3.14
COC(C)C(C)Cl,-1.9986
NC(CSCCCSCC(N)C(=O)O)C(=O)O,-2.49
C(Cc1ccccc1)NCc2ccccc2,-2.7229
CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,-1.62
N[S](=O)(=O)C1=CC=C(NC2=CC=NC(=N2)N[S](=O)(=O)C3=CC(=CC=C3)C(F)(F)F)C=C1,-1.82
CC12CCC3C(CCC4CC(=O)CCC34C)C1CC=C2,-6.07
O[P](O)(=O)c1cccc(c1)[N+]([O-])=O,0.6835
Clc1cc(Cl)c2Oc3cc(Cl)cc(Cl)c3Oc2c1,-9.0027
COC(=O)NC1=NC2=CC=CC=C2[NH]1,-4.52
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-7.62
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.8306
CCCCCCCCCC(C)(C)SSC1=NNC(=S)S1,-3.988563911
CCNC1=NC(=O)N=C(NC(C)C)N1,-4.5241
OC(=O)CCC(=O)C(O)=O,0.614880073
CCC1(CCC(=O)NC1=O)c2ccccc2,-2.3374
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.7447
CC(C)(C)CC(C)(C)N(c1ccccc1)c2cccc3ccccc23,-8.290038542
O=[Nb](=O)O[Nb](=O)=O,-6.947445159
CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-8.270149868
[Na+].[O-][S](=O)(=O)CCN1CCOCC1,0.188529745
